type,title,author,year,latitude,longitude,image_name
Escultura,GENERACIONES,FERNANDO ARROYAVE CALLE,1989,6.197524,-75.575608,fernandoarroyavecalle_generaciones.png
Escultura,LA ALEGRIA DE VIVIR,SALVADOR ARANGO,1977,6.199051,-75.574476,salvadorarango_laalegriadevivir.png
Escultura,SOLIDARIDAD,FREDY SANCHEZ CABALLERO,1992,6.256335,-75.580207,fredysanchezcaballero_solidaridad.png
Escultura,LIBERACION,SALVADOR ARANGO,1974,6.248094,-75.564055,salvadorarango_liberacion.png
Escultura,JARDIN DE PIEDRAS,HUGO ZAPATA,1989,6.202619,-75.572064,hugozapata_jardindepiedras.png
Escultura,GRUPO DE GAVIOTAS,JUSTO AROSEMENA,1982,6.235632,-75.570534,justoarosemena_grupodegaviotas.png
Escultura,METAMORFOSIS,EDGAR NEGRET,1982,6.215716,-75.569867,edgarnegret_metamorfosis.png
Escultura,HORIZONTES,SALVADOR ARANGO,1985,6.193376,-75.576316,salvadorarango_horizontes.png
Escultura,FUENTE,CAICEDO Y GOMEZ ARQ.,1988,6.222906,-75.569477,caicedoygomezarquitectos_fuente.png
Escultura,INSPIRACION N° 2,SALVADOR ARANGO,1979,6.199222,-75.580735,salvadorarango_inspiracion2.png
Escultura,VICTORIA DE LA JUVENTUD,MIGUEL ANGEL BETANCUR,1980,6.239160,-75.600237,miguelangelbetancur_victoriadelajuventud.png
Escultura,LAS NAVES,DESCONOCIDO,sin fecha,6.241016,-75.600237,desconocido_lasnaves.png
Escultura,LOS ESCLAVOS,MIGUEL ANGEL BETANCUR,1979,6.239062,-75.579330,miguelangelbetancur_losesclavos.png
Escultura,SIGMA DE LA VIDA,HUMBERTO ELIAS VELEZ ESCOBAR,1981,6.259367,-75.587743,humbertoeliasvelezescobar_sigmadelavida.png
Escultura,SIN TITULO,DESCONOCIDO,sin fecha,6.210954,-75.573710,desconocido_sintitulo.png
Escultura,CUBO,RONNY VAYDA,1985,6.202877,-75.577487,ronnyvayda_cubo.png
Escultura,HERMANO CABALLO,RODRIGO ARENAS BETANCOURT,1990,6.189065,-75.581097,rodrigoarenasbetancourt_hermanocaballo.png
Escultura,HOMENAJE AL LIBERTADOR DE LAS REPUBLICAS BOLIVARIANAS,ALVARO GOMEZ,1988,6.190985,-75.576955,alvarogomez_homenajeallibertadordelasrepublicasbolivarianas.png
Escultura,Y VIENTO,SALVADOR ARANGO,1988,6.191486,-75.577213,salvadorarango_yviento.png
Escultura,EL NIÑO DEL GLOBO,JUSTO AROSEMENA,1990,6.191817,-75.579155,justoarosemena_elniñodelglobo.png
Escultura,FUENTE DE LA PAZ,SALVADOR ARANGO,1979,6.204425,-75.573780,salvadorarango_fuentedelapaz.png
Escultura,GEMINI,RONNY VAYDA,1991,6.211411,-75.575696,ronnyvayda_gemini.png
Escultura,FUENTE PROMETEO,BAYRON VASQUEZ,1982,6.254525,-75.584149,bayronvasquez_fuenteprometeo.png
Escultura,BOCAS,VELILLA,1978,6.252339,-75.580158,velilla_bocas.png
Escultura,FUENTE,"VIDA S. A., CONSTRUCTORA",1978,6.252605,-75.580165,vidasaconstructora_fuente.png
Escultura,SIN TITULO,TE ANA,1978,6.243700,-75.580401,teana_sintitulo.png
Escultura,SIN TITULO,JOHN CASTLES,1984,6.245961,-75.583877,johncastles_sintitulo2.png
Escultura,EN LA ISLA,MIGUEL ANGEL BETANCUR,1986,6.236843,-75.599826,miguelangelbetancur_enlaisla.png
Escultura,DAMA DEL ESPEJO,SALVADOR ARANGO,1991,6.229893,-75.596083,salvadorarango_damadelespejo.png
Escultura,ELEMENTOS,RONNY VAYDA,1985,6.204701,-75.569056,ronnyvayda_elementos.png
Escultura,SUEÑOS DE MUJER,SALVADOR ARANGO,1986,6.205144,-75.568916,salvadorarango_suenosdemujer.png
Escultura,NOCHE DE LUNA,JUAN JARAMILLO - ALBERTO RIAÑO,1990,6.204835,-75.568975,juanjaramillo_albertoriano_nochedeluna.png
Escultura,ASTERISCO,RONNY VAYDA,1987,6.206802,-75.572435,ronnyvayda_asterisco.png
Escultura,SIN TITULO,EDGAR NEGRET,1978,6.203913,-75.569673,edgarnegret_sintitulo.png
Escultura,BANDADA DE PALOMAS,ANIBAL GIL,1980,6.206916,-75.572553,anibalgil_bandadadepalomas.png
Escultura,CACTUS EN FLOR,ANIBAL GIL,1987,6.201700,-75.566605,anibalgil_cactusenflor.png
Escultura,GNOMON,RONNY VAYDA,1987,6.195496,-75.564300,ronnyvayda_gnomon.png
Escultura,HEXAEDRO,RONNY VAYDA,1986,6.202974,-75.570574,ronnyvayda_hexaedro.png
Escultura,SIN TITULO,RONNY VAYDA,1984,6.201353,-75.566599,ronnyvayda_sintitulo.png
Escultura,SIN TITULO,RONNY VAYDA,1985,6.191681,-75.567392,ronnyvayda_sintitulo1.png
Escultura,INTERSECCION RECTANGULAR,RONNY VAYDA,1988,6.189399,-75.567282,ronnyvayda_interseccionrectangular.png
Escultura,CANTOS,ALBERTO URIBE DUQUE,1989,6.193930,-75.570133,albertouribeduque_cantos.png
Escultura,ECLIPSE,RONNY VAYDA,1991,6.195765,-75.559276,ronnyvayda_eclipse.png
Escultura,RELOJ SOLAR,OCTAVIO URIBE - GONZALO MEJIA,1986,6.212789,-75.555512,octaviouribe_gonzalomejia_relojdesol.png
Escultura,TORSO DESNUDO,MIGUEL ANGEL BETANCUR,1992,6.211997,-75.565462,miguelangelbetancur_torsodesnudo.png
Escultura,ANDROGINIA,PEDRO NEL GOMEZ,1974,6.260512,-75.576915,pedronelgomez_androgina.png
Escultura,LA LLORONA,PEDRO NEL GOMEZ,1974,6.260539,-75.577000,pedronelgomez_lallorona.png
Escultura,EL GRITON,PEDRO NEL GOMEZ,1974,6.260496,-75.577049,pedronelgomez_elgriton.png
Escultura,LA PATA SOLA,PEDRO NEL GOMEZ,1974,6.260448,-75.577006,pedronelgomez_lapatasola.png
Escultura,LA PATETARRO,PEDRO NEL GOMEZ,1974,6.260411,-75.576957,pedronelgomez_lapatetarro.png
Escultura,"TIERRA, AGUA, AIRE Y FUEGO",PABLO JARAMILLO,1981,6.255166,-75.577955,pablojaramillo_tierraaguaaireyfuego.png
Escultura,SIN TITULO, ANN L.H; MARVIN ROSEMBERG,1980,6.255252,-75.577885,annlhmarvinrosemberg_sintitulo.png
Escultura,CASTING,RONNY VAYDA,1989,6.241898,-75.584669,ronnyvayda_casting.png
Escultura,ENTREAGUAS,HUGO ZAPATA,1991,6.241352,-75.587484,hugozapata_entreaguas.png
Escultura,SIN TITULO,PABLO JARAMILLO,1987,6.242259,-75.589619,pablojaramillo_sintitulo.png
Escultura,LA INDUSTRIA,MIGUEL ANGEL BETANCUR,1976,6.242088,-75.589844,miguelangelbetancur_laindustria.png
Escultura,RELOJ SOLAR,OCTAVIO URIBE - LUIS G. MEJIA,1987,6.233172,-75.602783,octaviouribe_luismejia_relojsolar.png
Escultura,PEINE AL VIENTO,EDUARDO RAMIREZ VILLAMIZAR ,1982,6.230783,-75.599291,eduardoramirezvillamizar_peinealviento.png
Escultura,COLUMNAS,MONICA NEGRET,1983,6.277705,-75.593964,monicanegret_columnas.png
Escultura,ESTRUCTURA ESPACIAL,ALBERTO URIBE DUQUE,1985,6.204893,-75.560581,albertouribeduque_estructuraespacial.png
Escultura,SOLIDARIDAD,"MARIA CLEMENCIA ORTEGA M., ",1993,6.261252,-75.584641,mariaclemenciaortecam_solidaridad.png
Escultura,FRAY LUIS AMIGO,DESCONOCIDO,sin fecha,6.258821,-75.584099,desconocido_frayluisamigo.png
Escultura,INMACULADA CONCEPCION,DESCONOCIDO,sin fecha,6.262248,-75.564716,desconocido_inmaculadaconcepcion.png
Escultura,SAN CAYETANO,DESCONOCIDO,sin fecha,6.262494,-75.565081,desconocido_sancayetano.png
Escultura,ANIMAL MITICO 1,FISKE JW - NY,1923,6.262035,-75.564512,fiskejw_ny_animalmitico1.png
Escultura,ANIMAL MITICO 2,FISKE JW - NY,1923,6.261928,-75.564576,fiskejw_ny_animalmitico2.png
Escultura,ANIMAL MITICO 3,FISKE JW - NY,1923,6.261896,-75.564448,fiskejw_ny_animalmitico3.png
Escultura,ANIMAL MITICO 4,FISKE JW - NY,1923,6.262003,-75.564501,fiskejw_ny_animalmitico4.png
Escultura,ALEJANDRO ECHAVARRIA I,BERNARDO VIECO,1932,6.262753,-75.566218,bernardovieco_alejandroechabarriaI.png
Escultura,PLACA FUNDADORES DEL HOSPITAL,autor desconocido,1935,6.262844,-75.566636,autordesconocido_placafundadoresdelhospital.png
Escultura,FUENTE,FISKE JW - NY,1923,6.262764,-75.566170,fiskejw_ny_fuente.png
Escultura,ESCUDO DE MEDELLÍN,OCTAVIO MONTOYA,1973,6.269403,-75.565493,octaviomontoya_escudodemedellin.png
Escultura,JOAQUÍN ANTONIO URIBE,ALONSO RIOS V,1973,6.269403,-75.565021,alonsoriosv_joaquinantoniouribe.png
Escultura,BAÑISTA,JORGE JANNA,1998,6.270918,-75.562875,jorgehanna_banista.png
Escultura,MONUMENTO FUENTE,DESCONOCIDO,sin fecha,6.269553,-75.564935,desconocido_monumentofuente.png
Escultura,SIMÓN BOLIVAR,OCTAVIO MONTOYA,1956,6.266929,-75.569656,octaviomontoya_simonbolivar.png
Escultura,FERNANDO VELEZ,JAIME CASTRO,1944,6.266993,-75.569602,jaimecastro_fernandovelez.png
Escultura,MADREMONTE,JOSE HORACIO BETANCUR,1954,6.269755,-75.563626,josehoraciobetancur_madremonte.png
Escultura,PORFIRIO BARBA JOCOB,ALONSO RIOS V,1983,6.268529,-75.568433,alonsoriosv_porfiriobarbajacob.png
Escultura,LUIS FERNANDO VÉLEZ V,APC (INICIALES),1987,6.267734,-75.568803,apc_luisfernandovelezv.png
Escultura,CRISTO PROMETEO,RODRIGO ARENAS BETANCOURT,1968,6.267750,-75.568535,rodrigoarenasbetancourt_cristoprometeo.png
Escultura,FRANCISCO DE PAULA SANTANDER,BERNARDO VIECO - FRANCISCO - DAVID,1940,6.266566,-75.570353,bernardovieco_francisco_david_franciscodepaulasantander.png
Escultura,EL HOMBRE CREADOR DE ENERGÍA,RODRIGO ARENAS BETANCOURT,1970,6.267334,-75.569355,rodrigoarenasbetancourt_elhombrecreadordeenergia.png
Escultura,HACIA EL INFINITO,ALONSO RIOS V,1977,6.253365,-75.562237,alonsoriosv_haciaelinfinito.png
Escultura,SIN TÍTULO,JOHN CASTLES,1989,6.253007,-75.562430,johncastles_sintitulo3.png
Escultura,TORRE,GERMÁN BOTERO,1979,6.251626,-75.563251,germanbotero_torre.png
Escultura,MURO ABRIÉNDOSE,EDUARDO RAMIREZ VILLAMIZAR,1980,6.250507,-75.563859,eduardoramirezvillamizar_muroabriendose.png
Escultura,LA CREACIÓN,RODRIGO ARENAS BETANCOURT,1983,6.249218,-75.564824,rodrigoarenasbetancourt_lacreacion.png
Escultura,SERIE INDIGENISTA M1,JORGE MARÍN VIECO,1964,6.247935,-75.566359,jorgemarinvieco_serieindigenistam1.png
Escultura,SERIE INDIGENISTA M2,JORGE MARÍN VIECO,1964,6.247922,-75.566367,jorgemarinvieco_serieindigenistam2.png
Escultura,SERIE INDIGENISTA M3,JORGE MARÍN VIECO,1964,6.247911,-75.566365,jorgemarinvieco_serieindigenistam3.png
Escultura,LARGO VIAJE DESDE EL VIENTRE AL CORAZÓN DEL FUEGO M1,RODRIGO ARENAS BETANCOURT,1966,6.248018,-75.566310,rodrigoarenasbetancourt_largoviajedesdeelvientrealcorazondelfuegom1.png
Escultura,LARGO VIAJE DESDE EL VIENTRE AL CORAZÓN DEL FUEGO,RODRIGO ARENAS BETANCOURT,1966,6.248043,-75.566295,rodrigoarenasbetancourt_largoviajedesdeelvientrealcorazondelfuego.png
Escultura,EL HOMBRE Y EL UNIVERSO,ALONSO RIOS V,1980,6.214193,-75.567424,alonsoriosv_elhombreyeluniverso.png
Escultura,TANGO,SALVADOR ARANGO,1992,6.214662,-75.568712,salvadorarango_tango.png
Escultura,NAVEGANTE 1,SALVADOR ARANGO,1982,6.209487,-75.567678,salvadorarango_navegante1.png
Escultura,LAS PALOMAS,ANIBAL GIL,1986,6.210085,-75.565492,anibalgil_laspalomas.png
Escultura,SIN TÍTULO,RONNY VAYDA,1994,6.212167,-75.565452,ronnyvayda_sintitulo2.png
Escultura,ESQUINA,PEDRO PABLO LALINDE,1989,6.211364,-75.55599,pedropablolalinde_esquina.png
Escultura,PIERNAS,JORGE JANNA,1987,6.211289,-75.556083,jorgejanna_piernas.png
Escultura,REFLEXIÓN CAMBIANTE,HUMBERTO ELÍAS VÉLEZ ESCOBAR,1987,6.204021,-75.555722,humbertoeliasvelezescobar_reflexioncambiante.png
Escultura,PUNTO DE VISTA SOBRE UN PAISAJE URBANO SOBRE EL VALLE DE ABURRÁ,autor desconocido,sin fecha,6.207083,-75.554881,autordesconocido_puntodevistasobrepaisajeurbano.png
Escultura,SUEÑOS  ,JUSTO AROSEMENA,1985,6.190518,-75.562001,justoarosemena_suenos.png
Escultura,ESPEJO DE AGUA Y TRATAMIENTO AMBIENTAL,TALLER DE DISEÑO,1986,6.215202,-75.553567,tallerdesueno_espejodeaguaytratamientoambiental.png
Escultura,LOS CAMINANTES 1,LUIS FERNANDO PELAEZ,1984,6.183157,-75.565096,luisfernandopelaez_loscaminantes1.png
Escultura,LOS CAMINANTES 2,LUIS FERNANDO PELAEZ,1984,6.183884,-75.564865,luisfernandopelaez_loscaminantes2.png
Escultura,PIEL DE FIGURA 3,ABELARDO OSORIO,1991,6.218028,-75.560893,abelardoosorio_pieldefigura3.png
Escultura,GAMINES ESCALANDO MURO,ALBERTO URIBE DUQUE,1986,6.216259,-75.561902,albertouribeduque_gaminesescalandomuro.png
Escultura,PESCADOR,JUSTO AROSEMENA,1989,6.209987,-75.559062,justoarosemena_pescador.png
Escultura,LOS AMIGOS,JUSTO AROSEMENA,1984,6.208877,-75.560336,justoarosemena_losamigos.png
Escultura,ARCOS,RONNY VAYDA,1992,6.210263,-75.563447,ronnyvayda_arcos.png
Escultura,EL RETORNO,OSCAR ROJAS,1983,6.209687,-75.558104,oscarrojas_elretorno.png
Escultura,CAIDA DE AGUA,JUSTO AROSEMENA,1987,6.200621,-75.560636,justoarosemena_caidadeagua.png
Escultura,SIN TÍTULO ,MAURICIO ARANGO MEJÍA,1986,6.199196,-75.557666,mauricioarangomejia_sintitulo.png
Escultura,TRES LIMONES,LUIS ALFONSO RAMIREZ,1989,6.201951,-75.564919,luisalfonsoramirez_treslimones.png
Escultura,SIN TÍTULO,ALONSO RIOS VANEGAS,1987,6.205855,-75.569768,alonsoriosvanegas_sintitulo.png
Escultura,EL ASIENTO DEL SOL,ALEJO SANTAMARÍA URIBE,1994,6.206687,-75.570369,alejosantamariauribe_elasientodelsol.png
Escultura,FRANGMENTOS DE LA TIERRA,OLGA SALAZAR,1992,6.205749,-75.560842,olgasalazar_fragmentosdelatierra.png
Escultura,SIN TÍTULO,JEAN GABRIEL THENOT,1990,6.205226,-75.566528,jeangabrielthenot_sintitulo.png
Escultura,RESURRECCIÓN (DE PIE A PESAR DE),JEAN GABRIEL THENOT,1991,6.205272,-75.567023,jeangabrielthenot_resurreccion.png
Escultura,HEXAEDRO ROTANDO,RONNY VAYDA,1987,6.190568,-75.567885,ronnyvayda_hexaedrorotando.png
Escultura,CUADRICA,RONNY VAYDA,1994,6.183723,-75.570583,ronnyvayda_cuadrica.png
Escultura,TRES ESQUINAS,ALBERTO URIBE DUQUE,1989,6.181766,-75.567024,albertouribeduque_tresesquinas.png
Escultura,FIGURAS SEDENTES ,NATALIA RIVERA,1987,6.181221,-75.570389,nataliarivera_figurassedentes.png
Escultura,SIN TÍTULO,ALBERTO URIBE DUQUE,1984,6.181248,-75.565625,albertouribeduque_sintitulo.png
Escultura,SIN TÍTULO ,GERMÁN BOTERO,1975,6.181435,-75.571532,germanbotero_sintitulo.png
Escultura,REJAS ,LUIS FERNANDO PELAEZ,1980,6.182165,-75.575507,luisfernandopelaez_rejas.png
Escultura,SIN TÍTULO ,HUGO ZAPATA,1989,6.182764,-75.577121,hugozapata_sintitulo.png
Escultura,INCITACIÓN AL JUEGO,FERNANDO ARROYAVE,1989,6.182908,-75.573698,fernandoarroyave_incitacionaljuego.png
Escultura,SIN TÍTULO ,CLEMENCIA ECHEVERRI,1987,6.208087,-75.560036,clemenciaecheverri_sintitulo.png
Escultura,PALOMAS,ANIBAL GIL,1978,6.230047,-75.573029,anibalgil_palomas.png
Escultura,SIN TÍTULO ,JOHN CASTLES,1973,6.217599,-75.569756,johncastles_sintitulo4.png
Escultura,ABSIDE,RONNY VAYDA,1993,6.204277,-75.571682,ronnyvayda_abside.png
Escultura,ALEJANDRÍA,PEDRO PABLO LALINDE,1987,6.200379,-75.571156,pedropablolalinde_alejandria.png
Escultura,SIN TÍTULO ,RONNY VAYDA,1984,6.201860,-75.567818,ronnyvayda_sintitulo3.png
Escultura,EL ABRAZO,RODRIGO ARENAS BETANCOURT,1994,6.204745,-75.573054,rodrigoarenasbetancourt_elabrazo.png
Escultura,ESPACIO AL SOL,CLEMENCIA ECHEVERRI,1994,6.204776,-75.574706,clemenciaecheverri_espacioalsol.png
Escultura,FUENTE ,JAVIER PELAEZ,1988,6.201295,-75.575426,javierpelaez_fuente.png
Escultura,SIN TÍTULO ,JAIRO RESTREPO TISNES,1986,6.212764,-75.569787,jairorestrepotisnes_sintitulo.png
Escultura,SIN TÍTULO ,MAURICIO ARANGO,1984,6.215716,-75.569803,mauricioarango_sintitulo.png
Escultura,LADRÓN DE GALLINAS,JUSTO AROSEMENA,1985,6.181449,-75.567934,justoarosemena_ladrondegallinas.png
Escultura,SIN TÍTULO ,HUGO ZAPATA,1990,6.179423,-75.568905,hugozapata_sintitulo2.png
Escultura,UN LUGAR PARA EL AGUA,ALBERTO URIBE DUQUE ,1992,6.179519,-75.569088,albertouribeduque_unlugarparaelagua.png
Escultura,SIN TÍTULO ,SALVADOR ARANGO,1990,6.182837,-75.567411,salvadorarango_sintitulo.png
Escultura,SIN TÍTULO ,RONNY VAYDA,1993,6.183189,-75.568248,ronnyvayda_sintitulo4.png
Escultura,AGUA (FUENTE),JAIRO RESTREPO T,1990,6.184826,-75.568451,jairorestrepot_agua.png
Escultura,PÓRTICOS,RONNY VAYDA,1984,6.185850,-75.569717,ronnyvayda_porticos.png
Escultura,SIN TÍTULO ,ALBERTO URIBE DUQUE,1984,6.184463,-75.571396,albertouribeduque_sintitulo2.png
Escultura,RELOJ SOLAR,OCTAVIO URIBE - LUIS GONZALO MEJÍA,1988,6.182906,-75.572453,octaviouribe_luisgonzalomejia_relojsolar.png
Escultura,MARCOS TRIUNFANTES,NELO ROMERO,1995,6.189526,-75.577175,neloromero_marcostriunfantes.png
Escultura,SIN TÍTULO ,CLEMENCIA ECHEVERRI,1994,6.195614,-75.574749,clemenciaecheverri_sintitulo2.png
Escultura,FUENTE,DESCONOCIDO,1994,6.195652,-75.574873,desconocido_fuente.png
Escultura,PATIO ESPAÑOL DERRUIDO (FUENTE),PEDRO PABLO LALINDE,1987,6.196788,-75.576461,pedropablolalinde_patioespanolderruido.png
Escultura,SIN TÍTULO ,DESCONOCIDO,1980,6.243330,-75.567733,desconocido_sintitulo2.png
Escultura,PENSADORA,SALVADOR ARANGO,1979,6.192983,-75.577106,salvadorarango_pensadora.png
Escultura,FUENTE,GUSTAVO GALLEGO,1992,6.191980,-75.577149,gustavogallego_fuente.png
Escultura,FLAUTISTA,SALVADOR ARANGO,1992,6.190508,-75.577482,salvadorarango_flautista.png
Escultura,LA NUEVA VIDA,RODRIGO ARENAS BETANCOURT,1984,6.190679,-75.577557,rodrigoarenasbetancourt_lanuevavida.png
Escultura,RETORNO,SALVADOR ARANGO,1990,6.190604,-75.573254,salvadorarango_retorno.png
Escultura,FORJADOR DEL FUTURO,ISRAEL ROZO GÓMEZ,1993,6.248965,-75.599205,israelrozogomez_forjadordelfuturo.png
Escultura,LA LUZ,JUSTO ATROSEMENA,1990,6.179628,-75.562208,justoatrosemena_laluz.png
Escultura,TEOREMA,RONNY VAYDA,1993,6.189999,-75.577281,ronnyvayda_teorema.png
Escultura,TIERRA AIRE MAR  (CASCADA MULTICOLOR),HUMBERTO ELÍAS VELEZ,1985,6.188552,-75.576134,humbertoeliasvelez_tierraairemar.png
Escultura,EL COLUMPIO,JUSTO AROSEMENA,1989,6.198940,-75.572497,justoarosemena_elcolumpio.png
Escultura,RELOJ SOLAR,OCTAVIO URIBE TORO -  LUIS GONZALO MEJÍA,1985,6.200711,-75.571821,octaviouribetoro_luisgonzalomejia_relojsolar.png
Escultura,CROQUIS,RONNY VAYDA,1994,6.206588,-75.568978,ronnyvayda_croquis.png
Escultura,SIN TÍTULO ,JEAN GABRIEL THENOT,Sin fecha,6.228574,-75.577535,jeangabrielthenot_sintitulo2.png
Escultura,título desconocido,autor desconocido,sin fecha,6.209714,-75.555916,autordesconocido_titulodesconocido.png
Escultura,ESTADIO CAMPESTRE,DESCONOCIDO,1991,6.239424,-75.585064,desconocido_estadiocampestre.png
Escultura,JORGE ROBLEDO,DESCONOCIDO,1970,6.275180,-75.595977,desconocido_jorgerobledo.png
Escultura,LOS INGENIEROS DE LAS MINAS ,PEDRO NEL GÓMEZ,1947,6.274604,-75.590763,pedronelgomez_losingenierosdelasminas.png
Escultura,LA FAMILIA DE LOS MINEROS,PEDRO NEL GÓMEZ,1947,6.274529,-75.591149,pedronelgomez_lafamiliadelosmineros.png
Escultura,AL COMPÁS,MARIA VICTORIA GIRON,1991,6.269397,-75.596512,mariavictoriagiron_alcompas.png
Escultura,MIGUEL ÁNGEL BUILES,DESCONOCIDO,1988,6.267447,-75.597148,desconocido_miguelangelbuiles.png
Escultura,EL SEMBRADOR,ISRAEL ROZO GÓMEZ,1994,6.248546,-75.603673,israelrozogomez_elsembrador.png
Escultura,ENCUENTRO,ISRAEL ROZO GÓMEZ,1993,6.249218,-75.603770,israelrozogomez_encuentro.png
Escultura,LA ENCOMIENDA,FERNANDO ARROYAVE,1993,6.243853,-75.592887,fernandoarroyave_laencomienda.png
Escultura,MOMENTOS,ISRAEL ROZO GÓMEZ,1994,6.242201,-75.595062,israelrozogomez_momentos.png
Escultura,PAISAJE MURAL,OLGA LUCÍA SALAZAR,1993,6.242499,-75.594579,olgaluciasalazar_paisajemural.png
Escultura,ANSIAS DE LIBERTAD,ISRAEL ROZO GÓMEZ,1975,6.240899,-75.594643,israelrozogomez_ansiasdelibertad.png
Escultura,TORSO FEMENINO,ISRAEL ROZO GÓMEZ,1975,6.241017,-75.594750,israelrozogomez_torsofemenino.png
Escultura,MUJER PALOMA,ISRAEL ROZO GÓMEZ,1975,6.241134,-75.594868,israelrozogomez_mujerpaloma.png
Escultura,SIN TÍTULO ,DESCONOCIDO,1893,6.265442,-75.560906,desconocido_sintitulo3.png
Escultura,MONUMENTO A JORGE ISAACS,MARCO TOBÓN MEJÍA,1952,6.265402,-75.560935,marcotobonmejia_monumentoajorgeisaacs.png
Escultura,LA PIEDAD,BERNARDO VIECO,1950,6.265346,-75.560978,bernardovieco_lapiedad.png
Escultura,ÁNGEL DE LA GUARDA,BERNARDO VIECO,1952,6.265338,-75.561040,bernardovieco_angeldelaguarda.png
Escultura,MAUSOLEO TOMÁS URIBE,DESCONOCIDO,sin fecha,6.265314,-75.561083,desconocido_mausoleotomasuribe.png
Escultura,EL VIACRUCIS - MAUSOLEO FAMILIA ARANGO,DESCONOCIDO,sin fecha,6.265290,-75.561158,desconocido_elviacrucismausoleofamiliaarango.png
Escultura,CRUZ DEL CALVARIO - MAUSOLEO JUAN N. URIBE S.,DESCONOCIDO,sin fecha,6.265282,-75.561220,desconocido_cruzdelcalvariomausoleojuannuribes.png
Escultura,LA SANTÍSIMA TRINIDAD - FAMILIA ESCOBAR ARANGO,DESCONOCIDO,sin fecha,6.265298,-75.561292,desconocido_lasantisimatrinidadfamiliaescobararango.png
Escultura,LA PIEDAD - FAMILIA RAMÍREZ JOHNS,DESCONOCIDO,sin fecha,6.265336,-75.561354,desconocido_lapiedadfamiliaramirezjohns.png
Escultura,LAS TRES MARÍAS  - FAMILIA ESTRADA,BERNARDO VIECO,1945,6.265389,-75.561432,bernardovieco_lastresmariasfamiliaestrada.png
Escultura,MAUSOLEO LUCRECIO VÉLEZ ,E. SALU,1925,6.265464,-75.561477,esalu_mausoleolucreciovelez.png
Escultura,CRUZ DEL CALVARIO - FAMILIA RESTREPO,DESCONOCIDO,sin fecha,6.265533,-75.561496,desconocido_cruzdelcalvariofamiliarestrepo.png
Escultura,CRISTO - MAUSOLEO URIBE RESTREPO,DESCONOCIDO,sin fecha,6.265621,-75.561547,desconocido_cristomausoleouriberestrepo.png
Escultura,MAUSOLEO ALEJANDRO LALINDE,DESCONOCIDO,sin fecha,6.265698,-75.561542,desconocido_mausoleoalejandrolalinde.png
Escultura,EL ÁNGEL DEL SILENCIO - FAMILIA URIBE,DESCONOCIDO,sin fecha,6.265858,-75.561507,desconocido_elangeldelsilenciofamiliauribe.png
Escultura,JESÚS CRUCIFICADO - MAUSOLEO CAMILO C. RESTREPO,DESCONOCIDO,sin fecha,6.265936,-75.561442,desconocido_jesuscrucificadomausoleocamilocrestrepo.png
Escultura,LAS CARIÁTIDES - FAMILIA ECHAVARRÍA ,DESCONOCIDO,sin fecha,6.265989,-75.561351,desconocido_lascariatidesfamiliaechavarria.png
Escultura,CRUZ DEL CALVARIO  - FAMILIA RESTREPO,DESCONOCIDO,sin fecha,6.266021,-75.561295,desconocido_cruzdelcalvariofamiliarestrepo2.png
Escultura,LA PIEDAD - MAUSOLEO SALDARRIAGA DUQUE,DESCONOCIDO,sin fecha,6.265944,-75.561193,desconocido_lapiedadmausoleosaldarriagaduque.png
Escultura,MAUSOLEO ALEJANDRO ÁNGEL,DESCONOCIDO,1931,6.265941,-75.561107,desconocido_mausoleoalejandroangel.png
Escultura,LA VIRGEN MARÍA - MAUSOLEO GIL J. GIL,DESCONOCIDO,sin fecha,6.265944,-75.561048,desconocido_lavirgenmariamausoleogiljgil.png
Escultura,GIULIANA SCALABERNI,PEDRO NEL GÓMEZ,1965,6.265922,-75.561005,pedronelgomez_giulianascalaberni.png
Escultura,JESÚS GÓMEZ GONZÁLEZ ,PEDRO NEL GÓMEZ ,1936,6.265912,-75.560943,pedronelgomez_jesusgomezgonzalez.png
Escultura,CRISTO PASTOR,CONSTANTINO CARVAJAL,1932,6.265858,-75.560906,constantinocarvajal_cristopastor.png
Escultura,MONUMENTO A PEDRO JUSTO BERRÍO,MARCO TOBÓN MEJÍA,1927,6.265770,-75.560855,marcotobonmejia_monumentoapedrojustoberrio.png
Escultura,CRISTO AGONIZANTE,MARCO TOBÓN MEJÍA,1924,6.265682,-75.560874,marcotobonmejia_cristoagonizante.png
Escultura,LA VIRGEN DEL CARMEN,MARCO TOBÓN MEJÍA,1936,6.265818,-75.561292,marcotobonmejia_lavirgendelcarmen.png
Escultura,ROSALIA Q. DE CARVAJAL,CONSTANTINO CARVAJAL,1936,6.265792,-75.561145,constantinocarvajal_rosaliaqdecarvajal.png
Escultura,ÁLVARO CARVAJAL MTZ,CONSTANTINO CARVAJAL,sin fecha,6.265744,-75.561099,constantinocarvajal_alvarocarvajalmtz.png
Escultura,JESÚS,MARCO TOBÓN MEJÍA,1925,6.265624,-75.561389,marcotobonmejia_jesus.png
Escultura,MAUSOLEO FAMILIA CARMONA URIBE,DESCONOCIDO,sin fecha,6.265618,-75.561316,desconocido_mausoleofamiliacarmonauribe.png
Escultura,CRUCIFIJO - MAUSOLEO FAMILIA RESTREPO MESA,DESCONOCIDO,sin fecha,6.265608,-75.561238,desconocido_crucifijomausoleofamiliarestrepomesa.png
